epoch,global_step,step,train/loss_simple_step,train/loss_step,train/loss_vlb_step
0,49.0,49,0.08687157183885574,0.08687157183885574,0.0003163570654578507
0,99.0,99,0.20298510789871216,0.20298510789871216,0.0033882122952491045
